SN,act_id,c17_2
3982,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
3982,"Goats, sheep, pigs, etc.",Throughout the year
3982,"Other livestock such as poultry, rabbits etc.",Throughout the year
3982,"Food crops: maize, rice, beans, etc.",Seasonally
3983,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
3983,Cattle,Throughout the year
3983,"Food crops: maize, rice, beans, etc.",Seasonally
3983,"Goats, sheep, pigs, etc.",Throughout the year
3983,"Other livestock such as poultry, rabbits etc.",Throughout the year
3468,"Other livestock such as poultry, rabbits etc.",Throughout the year
3468,"Food crops: maize, rice, beans, etc.",Seasonally
2738,Oil seeds,Seasonally
2738,"Food crops: maize, rice, beans, etc.",Seasonally
2738,"Other livestock such as poultry, rabbits etc.",Throughout the year
2130,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
2130,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
2130,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2130,"Food crops: maize, rice, beans, etc.",Seasonally
4757,"Goats, sheep, pigs, etc.",Throughout the year
4757,"Food crops: maize, rice, beans, etc.",Seasonally
4757,Cattle,Throughout the year
4757,"Other livestock such as poultry, rabbits etc.",Throughout the year
4757,Oil seeds,Seasonally
5819,"Food crops: maize, rice, beans, etc.",Seasonally
5819,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
4758,Cattle,Throughout the year
4758,"Food crops: maize, rice, beans, etc.",Seasonally
4758,"Goats, sheep, pigs, etc.",Throughout the year
4758,Oil seeds,Seasonally
817,"Food crops: maize, rice, beans, etc.",Throughout the year
5602,"Goats, sheep, pigs, etc.",Throughout the year
5602,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
5602,"Food crops: maize, rice, beans, etc.",Seasonally
2958,"Food crops: maize, rice, beans, etc.",Seasonally
1176,"Food crops: maize, rice, beans, etc.",Throughout the year
1176,Oil seeds,Seasonally
94,Oil seeds,Seasonally
94,"Food crops: maize, rice, beans, etc.",Seasonally
94,"Other livestock such as poultry, rabbits etc.",Throughout the year
2739,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2739,"Food crops: maize, rice, beans, etc.",Seasonally
588,"Goats, sheep, pigs, etc.",Throughout the year
588,"Other livestock such as poultry, rabbits etc.",Only sometimes
588,"Food crops: maize, rice, beans, etc.",Throughout the year
588,Cattle,Throughout the year
5603,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
5603,"Food crops: maize, rice, beans, etc.",Throughout the year
5603,"Other livestock such as poultry, rabbits etc.",Throughout the year
95,"Food crops: maize, rice, beans, etc.",Seasonally
8361,"Other livestock such as poultry, rabbits etc.",Throughout the year
8361,"Food crops: maize, rice, beans, etc.",Seasonally
8362,"Food crops: maize, rice, beans, etc.",Throughout the year
2353,"Food crops: maize, rice, beans, etc.",Seasonally
3985,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
3985,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
3985,"Food crops: maize, rice, beans, etc.",Seasonally
3985,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5365,"Goats, sheep, pigs, etc.",Throughout the year
5365,"Food crops: maize, rice, beans, etc.",Seasonally
5365,Cattle,Seasonally
5365,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
589,"Food crops: maize, rice, beans, etc.",Seasonally
589,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
1177,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
1177,"Food crops: maize, rice, beans, etc.",Seasonally
6930,"Other livestock such as poultry, rabbits etc.",Throughout the year
6930,"Food crops: maize, rice, beans, etc.",Seasonally
818,Oil seeds,Seasonally
818,"Goats, sheep, pigs, etc.",Throughout the year
818,Cattle,Throughout the year
818,"Food crops: maize, rice, beans, etc.",Seasonally
4274,Cattle,Throughout the year
4274,"Goats, sheep, pigs, etc.",Throughout the year
4274,"Other livestock such as poultry, rabbits etc.",Seasonally
3986,"Goats, sheep, pigs, etc.",Throughout the year
3986,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
3986,"Food crops: maize, rice, beans, etc.",Seasonally
1673,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4759,"Food crops: maize, rice, beans, etc.",Seasonally
2354,"Food crops: maize, rice, beans, etc.",Seasonally
2354,"Other livestock such as poultry, rabbits etc.",Throughout the year
3801,"Food crops: maize, rice, beans, etc.",Seasonally
3801,"Other livestock such as poultry, rabbits etc.",Throughout the year
6349,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6349,"Food crops: maize, rice, beans, etc.",Seasonally
6349,Fishing or aquaculture,Throughout the year
6349,Cattle,Throughout the year
6349,"Goats, sheep, pigs, etc.",Throughout the year
6349,"Other livestock such as poultry, rabbits etc.",Throughout the year
9356,"Food crops: maize, rice, beans, etc.",Throughout the year
9356,"Goats, sheep, pigs, etc.",Throughout the year
3470,"Food crops: maize, rice, beans, etc.",Seasonally
3802,"Food crops: maize, rice, beans, etc.",Throughout the year
3802,"Goats, sheep, pigs, etc.",Throughout the year
2355,Oil seeds,Seasonally
2355,"Food crops: maize, rice, beans, etc.",Seasonally
96,Oil seeds,Seasonally
96,"Food crops: maize, rice, beans, etc.",Seasonally
2547,Cattle,Throughout the year
2547,"Food crops: maize, rice, beans, etc.",Seasonally
2547,"Other livestock such as poultry, rabbits etc.",Throughout the year
8290,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
8290,"Food crops: maize, rice, beans, etc.",Seasonally
3269,"Food crops: maize, rice, beans, etc.",Seasonally
2131,"Food crops: maize, rice, beans, etc.",Seasonally
2131,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
8029,"Food crops: maize, rice, beans, etc.",Seasonally
6503,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6503,"Food crops: maize, rice, beans, etc.",Seasonally
6503,"Other livestock such as poultry, rabbits etc.",Throughout the year
6503,"Goats, sheep, pigs, etc.",Throughout the year
2959,"Food crops: maize, rice, beans, etc.",Seasonally
2959,"Other livestock such as poultry, rabbits etc.",Throughout the year
819,"Food crops: maize, rice, beans, etc.",Seasonally
819,"Goats, sheep, pigs, etc.",Throughout the year
8118,Oil seeds,Seasonally
8118,"Other livestock such as poultry, rabbits etc.",Throughout the year
8118,"Food crops: maize, rice, beans, etc.",Seasonally
8030,Oil seeds,Seasonally
8030,"Goats, sheep, pigs, etc.",Throughout the year
8030,"Other livestock such as poultry, rabbits etc.",Throughout the year
8030,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
8030,"Food crops: maize, rice, beans, etc.",Seasonally
8030,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
8030,Beekeeping,Throughout the year
2740,Oil seeds,Seasonally
2740,"Food crops: maize, rice, beans, etc.",Seasonally
1178,"Food crops: maize, rice, beans, etc.",Seasonally
6504,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6504,"Other livestock such as poultry, rabbits etc.",Throughout the year
6504,"Food crops: maize, rice, beans, etc.",Throughout the year
1868,"Food crops: maize, rice, beans, etc.",Seasonally
1868,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
8722,Fishing or aquaculture,Throughout the year
9003,"Food crops: maize, rice, beans, etc.",Seasonally
9003,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
4760,"Food crops: maize, rice, beans, etc.",Seasonally
2960,Cattle,Throughout the year
2960,Oil seeds,Seasonally
2960,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2960,"Food crops: maize, rice, beans, etc.",Seasonally
4275,"Food crops: maize, rice, beans, etc.",Seasonally
5820,Cattle,Seasonally
5820,"Food crops: maize, rice, beans, etc.",Seasonally
5820,"Goats, sheep, pigs, etc.",Throughout the year
5820,Oil seeds,Seasonally
5060,"Food crops: maize, rice, beans, etc.",Seasonally
5061,"Other livestock such as poultry, rabbits etc.",Throughout the year
5061,"Food crops: maize, rice, beans, etc.",Seasonally
1674,"Food crops: maize, rice, beans, etc.",Seasonally
1179,"Food crops: maize, rice, beans, etc.",Seasonally
8723,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
8723,"Other livestock such as poultry, rabbits etc.",Throughout the year
8723,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
8723,"Food crops: maize, rice, beans, etc.",Seasonally
1869,"Food crops: maize, rice, beans, etc.",Seasonally
3987,"Food crops: maize, rice, beans, etc.",Seasonally
3987,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
820,"Food crops: maize, rice, beans, etc.",Seasonally
820,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
820,"Other livestock such as poultry, rabbits etc.",Throughout the year
820,"Goats, sheep, pigs, etc.",Throughout the year
820,Cattle,Throughout the year
5062,"Food crops: maize, rice, beans, etc.",Seasonally
5366,"Food crops: maize, rice, beans, etc.",Seasonally
3471,"Food crops: maize, rice, beans, etc.",Seasonally
3471,Cattle,Throughout the year
3471,"Other livestock such as poultry, rabbits etc.",Throughout the year
591,"Food crops: maize, rice, beans, etc.",Seasonally
6638,"Food crops: maize, rice, beans, etc.",Seasonally
9004,"Food crops: maize, rice, beans, etc.",Seasonally
5367,"Other livestock such as poultry, rabbits etc.",Throughout the year
5367,"Food crops: maize, rice, beans, etc.",Seasonally
5368,"Food crops: maize, rice, beans, etc.",Throughout the year
5604,"Food crops: maize, rice, beans, etc.",Seasonally
3803,"Food crops: maize, rice, beans, etc.",Seasonally
2961,"Food crops: maize, rice, beans, etc.",Seasonally
8725,"Other livestock such as poultry, rabbits etc.",Throughout the year
8725,"Food crops: maize, rice, beans, etc.",Seasonally
6996,"Food crops: maize, rice, beans, etc.",Seasonally
6996,"Goats, sheep, pigs, etc.",Throughout the year
4276,"Other livestock such as poultry, rabbits etc.",Throughout the year
4276,"Food crops: maize, rice, beans, etc.",Seasonally
4276,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
5209,"Food crops: maize, rice, beans, etc.",Seasonally
593,Cattle,Throughout the year
593,"Goats, sheep, pigs, etc.",Throughout the year
7935,"Food crops: maize, rice, beans, etc.",Seasonally
5369,Cattle,Throughout the year
5369,"Food crops: maize, rice, beans, etc.",Throughout the year
6997,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6997,"Food crops: maize, rice, beans, etc.",Throughout the year
821,"Food crops: maize, rice, beans, etc.",Seasonally
821,"Other livestock such as poultry, rabbits etc.",Throughout the year
821,Cattle,Throughout the year
1870,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
2356,Cattle,Throughout the year
2356,"Food crops: maize, rice, beans, etc.",Throughout the year
3472,"Food crops: maize, rice, beans, etc.",Seasonally
5063,"Food crops: maize, rice, beans, etc.",Seasonally
5063,"Other livestock such as poultry, rabbits etc.",Throughout the year
822,"Food crops: maize, rice, beans, etc.",Seasonally
8726,"Food crops: maize, rice, beans, etc.",Seasonally
1675,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
1675,"Food crops: maize, rice, beans, etc.",Seasonally
5370,Oil seeds,Seasonally
5370,"Food crops: maize, rice, beans, etc.",Seasonally
2132,"Food crops: maize, rice, beans, etc.",Seasonally
2132,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
2132,"Goats, sheep, pigs, etc.",Throughout the year
4542,"Goats, sheep, pigs, etc.",Throughout the year
4542,"Food crops: maize, rice, beans, etc.",Seasonally
4542,"Other livestock such as poultry, rabbits etc.",Throughout the year
4277,"Food crops: maize, rice, beans, etc.",Throughout the year
1871,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1871,"Food crops: maize, rice, beans, etc.",Throughout the year
98,"Other livestock such as poultry, rabbits etc.",Throughout the year
98,"Goats, sheep, pigs, etc.",Throughout the year
98,"Food crops: maize, rice, beans, etc.",Seasonally
98,Oil seeds,Seasonally
4761,"Goats, sheep, pigs, etc.",Throughout the year
4761,"Food crops: maize, rice, beans, etc.",Seasonally
4761,Cattle,Throughout the year
394,Cattle,Throughout the year
394,"Food crops: maize, rice, beans, etc.",Seasonally
2548,"Goats, sheep, pigs, etc.",Throughout the year
2548,"Other livestock such as poultry, rabbits etc.",Throughout the year
2548,Cattle,Throughout the year
2548,Other (specify),Throughout the year
2548,"Food crops: maize, rice, beans, etc.",Throughout the year
8031,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
8031,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
8031,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
8031,"Food crops: maize, rice, beans, etc.",Seasonally
823,"Food crops: maize, rice, beans, etc.",Seasonally
9005,"Food crops: maize, rice, beans, etc.",Seasonally
9162,"Food crops: maize, rice, beans, etc.",Seasonally
8032,"Food crops: maize, rice, beans, etc.",Seasonally
8033,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
8033,"Food crops: maize, rice, beans, etc.",Seasonally
1872,"Food crops: maize, rice, beans, etc.",Seasonally
1873,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1873,"Goats, sheep, pigs, etc.",Throughout the year
1873,Cattle,Throughout the year
1873,"Food crops: maize, rice, beans, etc.",Seasonally
3474,"Food crops: maize, rice, beans, etc.",Only sometimes
3474,Other (specify),Only sometimes
6350,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
824,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
824,"Other livestock such as poultry, rabbits etc.",Throughout the year
824,Cattle,Throughout the year
824,"Food crops: maize, rice, beans, etc.",Seasonally
1181,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
1874,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
1874,"Food crops: maize, rice, beans, etc.",Seasonally
5605,"Other livestock such as poultry, rabbits etc.",Throughout the year
5605,"Food crops: maize, rice, beans, etc.",Seasonally
2357,Cattle,Seasonally
2357,"Food crops: maize, rice, beans, etc.",Seasonally
3270,"Food crops: maize, rice, beans, etc.",Throughout the year
825,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
825,"Other livestock such as poultry, rabbits etc.",Throughout the year
825,"Food crops: maize, rice, beans, etc.",Seasonally
2741,"Other livestock such as poultry, rabbits etc.",Throughout the year
2741,"Goats, sheep, pigs, etc.",Throughout the year
2741,"Food crops: maize, rice, beans, etc.",Seasonally
2741,Cattle,Throughout the year
4278,"Food crops: maize, rice, beans, etc.",Seasonally
4278,"Goats, sheep, pigs, etc.",Throughout the year
4278,Cattle,Throughout the year
9358,"Other livestock such as poultry, rabbits etc.",Throughout the year
9358,"Food crops: maize, rice, beans, etc.",Seasonally
6506,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
6506,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
6506,"Food crops: maize, rice, beans, etc.",Seasonally
8228,"Food crops: maize, rice, beans, etc.",Seasonally
826,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
826,"Food crops: maize, rice, beans, etc.",Seasonally
826,"Goats, sheep, pigs, etc.",Throughout the year
826,"Other livestock such as poultry, rabbits etc.",Throughout the year
826,Cattle,Throughout the year
1875,"Food crops: maize, rice, beans, etc.",Seasonally
