SN,income__id,D2_2,D2_3
5270,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
5270,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
2828,"Other, specify",Occasionally - no particular schedule,Cash in hand
2829,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
7046,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
7046,Money from betting and lottery,Daily,On your phone
2222,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
5128,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
5128,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Cash in hand
5128,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Daily,Cash in hand
2830,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
2223,Rely on someone else/others to give/send me money,More than once a month but not weekly,Cash in hand
965,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
965,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
965,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
3872,Piece work/Casual labor/Occasional jobs,Monthly,Cash in hand
7343,Salaries/wages from regular job,Monthly,Into a bank account
240,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,On your phone
240,Pension,Monthly,Into a bank account
3597,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
7626,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,On your phone
7190,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
8841,Social welfare money/grant from Government,Monthly,Cash in hand
8841,Piece work/Casual labor/Occasional jobs,More than once a month but not weekly,Cash in hand
6953,Rely on someone else/others to give/send me money,Daily,Cash in hand
7627,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
6699,Salaries/wages from regular job,Monthly,Into a bank account
4388,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
5702,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
5702,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
8671,Salaries/wages from regular job,Monthly,Into a bank account
9697,Salaries/wages from regular job,Monthly,Into a bank account
241,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,More than once a month but not weekly,Cash in hand
4389,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Annually,Cash in hand
4389,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
4903,Social welfare money/grant from Government,Annually,Cash in hand
4903,Rely on someone else/others to give/send me money,Daily,Cash in hand
1984,Piece work/Casual labor/Occasional jobs,Monthly,Cash in hand
1984,Social welfare money/grant from Government,Annually,Cash in hand
5271,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
2224,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
4629,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
1557,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
6420,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,More than once a month but not weekly,Cash in hand
5129,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Monthly,Into a bank account
5129,Pension,Monthly,Into a bank account
4390,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Cash in hand
4390,Rely on someone else/others to give/send me money,Weekly,Cash in hand
1746,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
5462,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
966,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
482,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
3598,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
9191,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Cash in hand
9191,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
7628,Rely on someone else/others to give/send me money,Daily,Cash in hand
7191,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
5463,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
3599,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Cash in hand
5130,Piece work/Casual labor/Occasional jobs,Monthly,Cash in hand
685,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
2225,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
967,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
3085,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
1558,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
8057,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
8057,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
242,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
1303,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
9698,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
686,Piece work/Casual labor/Occasional jobs,More than once a month but not weekly,Cash in hand
7975,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Into a bank account
6315,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
9324,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Monthly,Cash in hand
6700,Pension,Monthly,Into a bank account
2610,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
2610,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
4904,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
3600,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
1304,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Cash in hand
3873,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
7629,Rental income,Monthly,Cash in hand
7047,Rental income,Monthly,Cash in hand
3601,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
968,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
6044,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
56,Rely on someone else/others to give/send me money,Weekly,Cash in hand
56,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
6701,Salaries/wages from regular job,Monthly,Into a bank account
6702,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,More than once a month but not weekly,Cash in hand
6702,Rely on someone else/others to give/send me money,Monthly,On your phone
9431,Rely on someone else/others to give/send me money,Daily,Cash in hand
9431,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
12,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Into a bank account
